"MyWord","fields"
"奥地","おくち interior; backwoods; hinterland<br><div><br></div><div><img src=""paste-798462a0c0740db2efa903ab23733832e0e00673.jpg""><br></div> [sound:neospeech-b8f78f09-73b4c1c7-6a42ec47-7c5b1f40-3b86d0d0.mp3]奥地"
"惚ける","とぼける to play dumb; to feign ignorance; to play innocent; to have a blank facial expression​<br><div><br></div><div><br></div><div><div>惚 fall in love with, admire, grow senile&nbsp;</div></div> [sound:neospeech-7f7fc668-7233b3ae-c701e663-1ddb9952-30016196.mp3]惚ける"
"蓄える","<div><div>たくわえる to store; to save up; to stock up on; to lay in stock; to set aside​</div></div><div><div>2. to accumulate (e.g. knowledge); to build up (e.g. experience); to develop (e.g. one's skills)​</div></div><div><div>3. to grow (a beard, moustache</div></div><div><br></div><div>万一に備えてお金をたくわえる。 <div> I am saving money to prepare for the worst</div></div><div>彼らは大量の穀物を蓄えている。 <div> They have plenty of grain in store</div></div><div>彼は毎週数ドルずつたくわえた。 <div> He put aside a few dollars each week</div></div> [sound:neospeech-3dbfeb0d-fa5214a9-b28ec2c0-2fa1311d-a963942d.mp3]蓄える"
"弾丸","だんがん&nbsp;&nbsp;bullet<div><br></div><div><div>弾 bullet, twang, flip</div><div><img src=""paste-fb0a4b944b3d73a60214cb04009e85f03dd0bb2d.jpg""><br></div></div> [sound:neospeech-c472f830-ef54b64e-d4447e1f-12388d23-a0c96e92.mp3]弾丸"
"異様","<div>異様<br></div>いよう bizarre; strange; eccentric<div><div><img src=""paste-070d0078a8de10cd7fa92566a679391edf529a1e.jpg""><img src=""paste-0caa5bfbe82166d714659badcfef7cba03338318.jpg""><br></div><div><img src=""paste-eadd116461ca5764bd7ecef614fef6e5a2f7ad92.jpg""><img src=""paste-fe7ac88d7832d5f27fa27effd551558e601dd3e4.jpg""><br></div><div><div>様 Esq.,&nbsp;way,&nbsp;manner,&nbsp;situation</div></div> </div> [sound:voicetext-3ad54554-7aa578d3-d5d013bc-3fa5033f-09442edf.mp3]異様"
"刹那","<div>一刹那</div><div><br></div><div>せつな&nbsp;&nbsp;moment; instant​<br></div><div><br></div><div>私は刹那的な生き方をしている人間です。 <div> I'm a person who lives for the moment</div></div><div><div>あわやと思う一刹那に済んでしまった</div><div>All was over in an instant</div></div><div><div>女が河へ飛び込もうとする一刹那に後から抱き止められた</div><div>Just as she was going to plunge into the river, she was held back from behind</div></div><div><br></div><div>刹 temple&nbsp;<br></div><div>那 what<br></div> [sound:neospeech-2e3776ea-8ff3468d-763ec5a5-633f7f87-6d022406.mp3]刹那"
"欺く","<div><div>あざむく &nbsp;to deceive; to delude; to trick; to fool​</div></div><div><div>2. to be as ... as ... (e.g. ""as bright as day"", ""as beautiful as a rose"")​in form Ａを欺くＢ</div></div><div><br></div><div>彼は他人を欺くようなことはしない。 <div> He is above deceiving others</div></div><div>よくも自分を欺いたなとおやじに対していきどお憤りを感じた。 <div> He felt a resentment against his uncle for taking him in</div></div> [sound:neospeech-1ff9d9ce-0013fed8-8bbe0fe9-96234f52-e8167132.mp3]欺く"
"高圧","<div><div>高圧水<br></div><div>高圧 (電気)</div></div><div><br></div>こうあつ high voltage; high pressure​<br><div><br></div><div><div>圧 pressure, push, overwhelm</div></div><div><br></div><div><br></div> [sound:neospeech-ad1ca82b-e19d603d-fe566f32-51fd9321-4aae59d5.mp3]高圧"
"注意深い","<div>注意深く<br></div><div><br></div>ちゅういぶかい&nbsp;careful​<br><div><br></div><div>友人の選択においては注意深くあるべきだ。 <div> You should be careful in your choice of friends</div></div><div>本は、注意深く選ばなければなりません。 <div> You have to make a careful choice of books</div></div><div><br></div><div><div>注 pour, irrigate, shed (tears), flow into</div></div> [sound:neospeech-26de9c18-90128e73-94d017e4-67710daa-498dbc35.mp3]注意深い"
"溶かす","とかす&nbsp; to dissolve; to melt [trans]<br><div><br></div><div>ポップコーンに溶かしバターをかけてください。</div><div>Pour melted butter over the popcorn<br></div><div>砂糖をお湯で溶かしなさい。Dissolve sugar in hot water<br></div> [sound:neospeech-e38f6282-f939f8f3-a88f6a15-b9ea8013-cb04a911.mp3]溶かす"
"素質","そしつ character; qualities; genius; the makings of​<br><div><br></div><div>彼女は生まれつき<b>芸術的な素質をも持って</b>いる。 <div> She is artistic by nature</div></div><div>彼は将来指<b>導者になる素質がある</b>。 <div> He is a potential leader</div></div><div>彼には<b>音楽家の素質がある</b>。 <div> He has something of the musician in him</div></div> [sound:neospeech-51cf735e-9b39c502-1d0aa366-983dc069-f79657b2.mp3]素質"
"東南","とうなん south-east​ [sound:neospeech-cf987540-f79aee24-1c778629-ce473ea5-4dbf7349.mp3]東南"
"生息","せいそく inhabiting; living​<div>(Biology context)<br><div><br></div><div>シーラカンスは深海に生息する。 <div> The coelacanth inhabits the deep sea</div></div><div>これらの花は暖かい国々で生息する。 <div> These flowers grow in warm countries</div></div> [sound:neospeech-4b41b55a-883c43cf-e0cb500a-7a700223-6895b8a1.mp3]</div>生息"
"昆虫","こんちゅう&nbsp;&nbsp;insect; bug​<br><div><br></div><div><div>昆 descendants, elder brother, insect&nbsp;</div></div><div><br></div><div><img src=""paste-cf69d7c12f2cd91aac17444f38d0de2447805f5b.jpg""><br></div> [sound:neospeech-413ae958-fe2ee917-d1ae6626-be858da8-0fe2648d.mp3]昆虫"
"腸","ちょう guts; bowels; intestines​<div><br></div><div>腸の具合が悪い。 <div> I have trouble with my bowels</div><div><img src=""paste-bad2a13a10e574d9e0cfac8fb1d4357a131a23b6.jpg""><br></div></div> [sound:neospeech-476053ce-ba83b17c-7be1d1c0-bfd3d00d-85e17953.mp3]腸"
"素早い","すばやい fast; quick; prompt; nimble; agile​<br><div>&nbsp;2.&nbsp;quick (to understand); sharp (judgement</div><div><br></div><div>彼女は見えないところにすばやくお金を置いた。 <div> She quickly put the money out of sight</div></div><div>彼らはその変化に素早く順応した。 <div> They adapted themselves to the change quickly</div></div><div>彼は素早くフランス語を習得した。 <div> He acquired French quickly</div></div> [sound:neospeech-003a1efc-7fde57f1-494edc62-492ed261-6a6ab641.mp3]素早い"
"人質","ひとじち hostage​<br><div><br></div><div><img src=""paste-9607c404c236df3dc07ad6d42526030b57101429.jpg""><br></div> [sound:neospeech-3d4f9dcb-1b586578-558acfa2-33056658-9d86c946.mp3]人質"
"養分","ようぶん&nbsp;&nbsp;nourishment; nutrient​<br><div><br></div><div><div>大豆は多量の滋<b><b>養分</b></b>を含む</div><div>Soy-beans contain a large amount of nutritious matter</div></div><div><div><b><b>養分</b></b>を濃厚に含む飼料</div><div>feed which contains concentrated nutrients</div></div><div><img src=""paste-f3eb7ad10456d77b24bcf9e897e11850f7b642d3.jpg""><br></div> [sound:neospeech-dd080cc0-f01ff813-b11941f8-05525763-e984b28f.mp3]養分"
"不気味","ぶきみ weird; ominous; eerie; disturbing<br><div>[<b>fairly serious, extreme</b>]</div><div><br></div><div>無気味な静けさがをさむ心胆を寒からしめた。 <div> The eerie silence struck terror into their hearts</div></div><div>彼はいつものように突然不気味な笑みを浮かべた。 <div> He gave his sudden, goblin like grin</div></div> [sound:neospeech-92fd80e5-997f0bae-13c01bdc-fd0c0a80-f45d9e0f.mp3]不気味"
"至上","しじょう supremacy​<div><br><div><img src=""paste-3c3243b3c0f2a450ce8c2c3b73ef49a2d18057f3.jpg""><br></div><div><br></div><div><div>至 climax, arrive, proceed, reach</div><div>いた.る</div></div><div><br></div></div> [sound:oddcast-d92928dd-14def7a6-fc6ec461-eaae5d01-e0cba0ab.mp3]至上"
"貪欲","どんよく avarice; greed;<div>Longing Covetousness​<br><div><br></div><div>人類は貪欲に知りたがるものだ。 <div> Man is insatiably curious</div></div><div>彼の名誉は貪欲によってむしばまれた。 <div> His honor was corroded by greed</div></div><div>彼は知識に貪欲である。 <div> He is acquisitive of knowledge</div></div><div><br></div><div><div>欲 longing, covetousness, greed</div></div><div><div>貪 covet, indulge in&nbsp;</div></div> [sound:neospeech-39d5208d-4b1ce45a-01d84b0f-7cd63a2a-43517388.mp3]</div>貪欲"
"魔術","<div><div>まじゅつ&nbsp; black magic; sorcery​</div></div><div><div>2. magic tricks; juggling​</div></div><div><br></div><div><div>術 art, technique, skill, means</div></div><div><div>魔 witch, demon&nbsp;</div></div><div><img src=""paste-44b46822ae25481df2e74c130b221d64e6d34a4b.jpg""><br></div> [sound:neospeech-3b05cd0d-c2821e8a-b9a4f81c-2bcb1947-6a88a388.mp3]魔術"
"英知","えいち&nbsp; wisdom; intelligence; intellect​<br><div><br></div><div>各人が個性的であればあるほど、それだけ他人の英知に寄与する。 <div> The more unique each person is, the more he contributes to the wisdom of others</div></div><div>学部長は、ためらうことなく永遠の英知を選んだ。 <div> Without hesitating, the dean selects infinite wisdom</div></div><div><br></div><div><div>英 England, English, hero, outstanding</div></div> [sound:neospeech-99446162-94bcaa25-7bdc224f-0fab5ebf-d80c7357.mp3]英知"
"拷問","ごうもん torture​<br><div><br></div><div><br></div><div><div>拷 torture, beat&nbsp;</div></div> [sound:neospeech-05e4b554-56511bf0-06f63b5c-746e906a-f5177680.mp3]拷問"
"渡る","わたる to cross over; to go across​<br><div>&nbsp;<b>2.&nbsp;to extend; to cover; to range; to span​</b></div><div><br></div><div>ぼくはやばい橋は渡りたくない。 <div> I don't want to do anything risky</div></div><div>老婦人が渡るのを助けた。 <div> I helped an old lady across</div></div><div>旅客は歩道橋を使って路線を渡ってください。 <div> Passengers must take the footbridge to cross the railroad tracks</div></div><div>流れを渡っている間に馬を取り替えるな。 <div> Never swap horses while crossing a stream</div></div> [sound:neospeech-e8fac04b-8bf6ff4b-21a7c4e6-05950061-b010bb15.mp3]渡る"
"接合","<div>Contact-Join</div>せつごう union; joining<div><br></div><div>接 touch, contact, adjoin, piece together​</div><div><div><img src=""paste-cf6cc22899aaeea939433148fd14245f483feb40.jpg""><img src=""paste-08270759ea629ff2fc0c1e367c9c387f08d4c5ed.jpg""><br></div></div> [sound:neospeech-e7cff6a7-1d7b3ea2-5b9f1e1d-0adbc19c-7a152950.mp3]接合"
"世界一","せかいいち&nbsp;&nbsp;best in the world​ [sound:neospeech-a542228c-d47d9515-baf68ebf-938a6337-c31fa7b4.mp3]世界一"
"万全","ばんぜん &nbsp;all things perfection;&nbsp;<div>all things flawlessness​<br><div><br></div><div>我が社は、２０００年問題への対応は万全です。 <div> We're thoroughly prepared for the millennium bug</div></div><div>従業員全員が、自分の乗り物を万全な状態にしておくことになっている。 <div> Every employee is supposed to keep his own vehicle in perfect condition</div></div><div><br></div><div><div>万 ten thousand, 10,000&nbsp;</div></div> [sound:neospeech-55aeb055-ff77fbc8-19318500-ba913608-20153b17.mp3]</div>万全"
"釈放","しゃくほう&nbsp;&nbsp;release; liberation; acquittal​<br><div><br></div><div>捕虜は釈放された。 <div> The prisoners were set free</div></div><div><br></div><div><div>釈 explanation&nbsp;</div></div> [sound:neospeech-48da454b-47a134aa-83a299d5-93e9e351-da1d4b58.mp3]釈放"
"水彩","<div>水彩画&nbsp; &nbsp;すいさいが<br></div><div>水彩絵具&nbsp; &nbsp;すいさいえぐ&nbsp;<br></div><div>水彩画家<br></div><div><br></div>すいさい&nbsp;&nbsp;watercolor<br><div><br></div><div><div>彩 coloring, paint, makeup&nbsp;</div></div><div><img src=""paste-b27284fd9e16c8d37c031943e4dad72686223f9c.jpg""><img src=""paste-f42c322fefefc93c7f84bcac2c14263473b7e4fc.jpg""><br></div> [sound:neospeech-a8360473-23ee56da-1bc84923-4dcf0b6d-49b51813.mp3]水彩"
"捕虜","ほりょ prisoner (of war)​<br><div><br></div><div><div>捕 catch, capture&nbsp;</div></div><div><div>虜 とりこ&nbsp; captive, barbarian</div></div> [sound:neospeech-2980b4d2-c62cbd1b-6acf8d70-01e0e498-3d72b021.mp3]捕虜"
"頭部","とうぶ head; cranium​<br><div><img src=""paste-2a5dcad5e194e31a7051a40dbdfa714a428510b3.jpg""><br></div> [sound:neospeech-b75a88ec-248eca92-befeefd0-49f2514d-ac7c30de.mp3]頭部"
"食糧","しょくりょう&nbsp;food (esp. staple food such as rice or wheat); provisions; rations<div><br></div><div>旱魃は食糧不足を招いた。 <div> The drought led to an insufficiency of food</div></div><div><br></div><div><div>糧 provisions, food</div></div> [sound:neospeech-297497de-aaaa3d77-cb855927-2586ca5e-b8fad7aa.mp3]食糧"
"破損","はそん&nbsp; damage​ when something’s broken<br><div><br></div><div>窓の破損料を請求された。 <div> They charged me for the broken window</div></div><div>ご注文の品が破損していたとのことで、お詫び申し上げます。 <div> We are very sorry that your order was damaged</div></div><div><img src=""paste-b872236a693ce9afe84d81246bace3eb15096c06.jpg""><br></div> [sound:neospeech-3d6316d0-8d1b6bad-20f70bf3-09c460c1-bbf1a2ac.mp3]破損"
"短所","たんしょ&nbsp;&nbsp;defect; demerit; weak point<br><div><br></div><div>誰にでも長所と短所がある。 <div> Everyone has both strong and weak points</div></div><div>私は彼に短所があるから、かえっていっそう好きだ。 <div> I like him all the better for his faults</div></div><div>その提案には短所ばかりでなく長所もある。 <div> The proposal has its good points as well as its bad ones</div></div> [sound:neospeech-e5a0d3d7-e4146efa-77c99535-359c8b3e-d52c3c8b.mp3]短所"
"酸素","さんそ&nbsp; oxygen (O)<br><div><br></div><div><div>酸 acid, bitterness</div></div><div><img src=""paste-a3fd828add3384ca2d6c1dcc7c49ed2f9f20aeec.jpg""><br></div> [sound:neospeech-842739b2-1734a5a4-802157e0-036f28dc-2b978010.mp3]酸素"
"禿げる","はげる&nbsp; to lose hair; to become bald<div><div>2. to become bare (e.g. a mountain becomes bare of trees)​</div></div><div><br></div><div>父は頭がはげてきている。 <div> My father is getting bald</div></div><div>彼はとても若くして頭がはげ始めた。 <div> He started going bald quite young</div></div> [sound:neospeech-f9738e28-94f8cd71-f3956764-33e61813-b2e3c095.mp3]禿げる"
"巡礼","<div>じゅんれい&nbsp; pilgrimage<br></div>journey or search of moral or spiritual<br><div><br></div><div><div>巡 patrol, go around</div></div><div><div>礼 salute, bow, ceremony, thanks</div></div> [sound:neospeech-1cbad318-457a5799-c9610e7e-29fc8e9e-e2f255b9.mp3]巡礼"
"数値","すうち numerical value; numerics​<br><div>&nbsp;2.&nbsp;reading (on a meter, etc.)​</div><div><br></div><div>血圧計の数値は？ <div> What's the reading on the blood pressure monitor?</div></div><div>気圧計の数値が下がっている。雨になりそうだな。 <div> The barometer is falling. It is going to rain</div></div><div>私はこれらの統計数値を政府の教育白書から借りた。 <div> I took these statistics from a government white paper on education</div></div><div><br></div><div><div>値 price, cost, value&nbsp;</div></div> [sound:neospeech-4dbeca36-d78513e1-d421312e-90e9ce2b-0e489fd1.mp3]数値"
